source,target,left,right,index
"{'name': 'set_freq', 'r': 15.270619156458231, 'y': 1192.968064999888, 'x': 1044.5464201765492, 'index': 34, 'vy': -0.15977802862023066, 'vx': -0.29194788662189564, 'weight': 6}","{'name': 'pause1', 'r': 7.462288826689832, 'y': 1153.3630270063072, 'x': 992.0333083859298, 'index': 36, 'vy': -0.15919231046083873, 'vx': -0.29294006072453355, 'weight': 2}",False,True,67
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,68
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'key_beep', 'r': 7.462288826689832, 'y': 1226.8638712648747, 'x': 1511.035525549308, 'index': 29, 'vy': -0.16447687026175303, 'vx': -0.29266752404203117, 'weight': 2}",False,True,69
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_j', 'r': 6, 'y': 1496.4314565172715, 'x': 1853.6269143664754, 'index': 40, 'vy': -0.16752899229579432, 'vx': -0.2901403641238021, 'weight': 1}",False,True,70
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_k', 'r': 7.462288826689832, 'y': 1455.3279370060616, 'x': 2094.900009869764, 'index': 41, 'vy': -0.16860596383650472, 'vx': -0.28920431547972586, 'weight': 2}",False,True,71
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'change_dir_down', 'r': 9.171167510947729, 'y': 1508.9018094034889, 'x': 1598.434327984228, 'index': 42, 'vy': -0.16523142619367195, 'vx': -0.28865831208582726, 'weight': 3}",False,True,72
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,73
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_k', 'r': 7.462288826689832, 'y': 1455.3279370060616, 'x': 2094.900009869764, 'index': 41, 'vy': -0.16860596383650472, 'vx': -0.28920431547972586, 'weight': 2}",False,True,74
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_h', 'r': 7.462288826689832, 'y': 1304.4811051010577, 'x': 2145.5531766642616, 'index': 43, 'vy': -0.16744762804058175, 'vx': -0.2897435330668207, 'weight': 2}",False,True,75
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'change_dir_up', 'r': 9.171167510947729, 'y': 1487.873307077178, 'x': 1674.0573778817404, 'index': 44, 'vy': -0.16629434181951866, 'vx': -0.2891476382835435, 'weight': 3}",False,True,76
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,77
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_h', 'r': 7.462288826689832, 'y': 1304.4811051010577, 'x': 2145.5531766642616, 'index': 43, 'vy': -0.16744762804058175, 'vx': -0.2897435330668207, 'weight': 2}",False,True,78
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_l', 'r': 7.462288826689832, 'y': 1377.9893444803658, 'x': 2138.1209894443796, 'index': 45, 'vy': -0.16821880188540286, 'vx': -0.28975401169793585, 'weight': 2}",False,True,79
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'change_dir_left', 'r': 9.171167510947729, 'y': 1455.385571293723, 'x': 1613.1404777406574, 'index': 46, 'vy': -0.16610453668799383, 'vx': -0.29033473959167083, 'weight': 3}",False,True,80
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,81
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_l', 'r': 7.462288826689832, 'y': 1377.9893444803658, 'x': 2138.1209894443796, 'index': 45, 'vy': -0.16821880188540286, 'vx': -0.28975401169793585, 'weight': 2}",False,True,82
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_p', 'r': 7.462288826689832, 'y': 1520.4513097062734, 'x': 1967.3507120975248, 'index': 47, 'vy': -0.16773159274418367, 'vx': -0.28951447508344236, 'weight': 2}",False,True,83
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'change_dir_right', 'r': 9.171167510947729, 'y': 1542.7396858712923, 'x': 1663.2029570594668, 'index': 48, 'vy': -0.16564722500990386, 'vx': -0.28875768428318954, 'weight': 3}",False,True,84
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,85
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_p', 'r': 7.462288826689832, 'y': 1520.4513097062734, 'x': 1967.3507120975248, 'index': 47, 'vy': -0.16773159274418367, 'vx': -0.28951447508344236, 'weight': 2}",False,True,86
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_space', 'r': 7.462288826689832, 'y': 1225.7510503164701, 'x': 1770.3809650128323, 'index': 49, 'vy': -0.16939123901135394, 'vx': -0.2901186510946053, 'weight': 2}",False,True,87
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'pause', 'r': 19.928527864588922, 'y': 1032.9696479894233, 'x': 1745.188172169434, 'index': 50, 'vy': -0.16715829196981594, 'vx': -0.29493385367543096, 'weight': 8}",False,True,88
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,89
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_space', 'r': 7.462288826689832, 'y': 1225.7510503164701, 'x': 1770.3809650128323, 'index': 49, 'vy': -0.16939123901135394, 'vx': -0.2901186510946053, 'weight': 2}",False,True,90
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_plus', 'r': 7.462288826689832, 'y': 1521.0101047159815, 'x': 1931.0803806430029, 'index': 51, 'vy': -0.1676101056604016, 'vx': -0.28971025272168127, 'weight': 2}",False,True,91
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'show_help', 'r': 7.462288826689832, 'y': 1516.4771426803002, 'x': 1991.0401924979967, 'index': 52, 'vy': -0.16785480944888456, 'vx': -0.289328089385665, 'weight': 2}",False,True,92
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,93
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_plus', 'r': 7.462288826689832, 'y': 1521.0101047159815, 'x': 1931.0803806430029, 'index': 51, 'vy': -0.1676101056604016, 'vx': -0.28971025272168127, 'weight': 2}",False,True,94
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_minus', 'r': 7.462288826689832, 'y': 1514.1471733640724, 'x': 1892.117653636013, 'index': 53, 'vy': -0.16753527385727113, 'vx': -0.2899130793544619, 'weight': 2}",False,True,95
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'inc_speed', 'r': 7.462288826689832, 'y': 1054.4424751314132, 'x': 1922.5627039343772, 'index': 54, 'vy': -0.16423815847547787, 'vx': -0.29465133045295266, 'weight': 2}",False,True,96
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,97
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_minus', 'r': 7.462288826689832, 'y': 1514.1471733640724, 'x': 1892.117653636013, 'index': 53, 'vy': -0.16753527385727113, 'vx': -0.2899130793544619, 'weight': 2}",False,True,98
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_Cc', 'r': 7.462288826689832, 'y': 1469.6496156721885, 'x': 1811.6534202952726, 'index': 55, 'vy': -0.16749381991958076, 'vx': -0.2902780649426259, 'weight': 2}",False,True,99
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'dec_speed', 'r': 7.462288826689832, 'y': 1050.6843386394437, 'x': 1870.056534634906, 'index': 56, 'vy': -0.1709028423944389, 'vx': -0.29606518351987926, 'weight': 2}",False,True,100
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,101
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'maybe_Cc', 'r': 7.462288826689832, 'y': 1469.6496156721885, 'x': 1811.6534202952726, 'index': 55, 'vy': -0.16749381991958076, 'vx': -0.2902780649426259, 'weight': 2}",False,True,102
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'check', 'r': 24.952623149688797, 'y': 1234.440582435882, 'x': 2155.1146776380506, 'index': 39, 'vy': -0.16722445989860538, 'vx': -0.28928255293031746, 'weight': 10}",False,True,103
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'restore_mode_n_page', 'r': 7.462288826689832, 'y': 1346.7993384643366, 'x': 1674.1981755059599, 'index': 57, 'vy': -0.16735681564093044, 'vx': -0.2907931525081364, 'weight': 2}",False,True,104
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'quit', 'r': 7.462288826689832, 'y': 1390.506711161126, 'x': 1705.5302860328609, 'index': 58, 'vy': -0.16743790114434476, 'vx': -0.29034277236173645, 'weight': 2}",False,True,105
"{'name': 'handle_keyboard', 'r': 125.97008581328876, 'y': 1321.4494994359634, 'x': 1946.1437627745877, 'index': 38, 'vy': -0.1681228260933899, 'vx': -0.2902331347640707, 'weight': 40}","{'name': 'exit', 'r': 50.95996414826417, 'y': 801.6191602732167, 'x': 1806.0558275526005, 'index': 10, 'vy': -0.17370137255096676, 'vx': -0.2985637027987639, 'weight': 19}",False,True,106
"{'name': 'main_loop', 'r': 15.270619156458231, 'y': 1008.5916512845315, 'x': 2187.851938803025, 'index': 66, 'vy': -0.17095608243494512, 'vx': -0.29296630650868144, 'weight': 6}","{'name': 'game_loop', 'r': 7.462288826689832, 'y': 981.4615514602216, 'x': 2271.812321256352, 'index': 68, 'vy': -0.1720904517110324, 'vx': -0.29314428238509593, 'weight': 2}",False,True,107
